entity_id,name,role,email,department,student_id,staff_id,card_id,device_hash,face_id
E106703,Karan Mehta,faculty,user6703@campus.edu,ECE,,T3263,C8531,DH79b30763cb99,
E106704,Aarav Desai,student,user6704@campus.edu,Maths,S52884,,C4764,DHaf03cecce21f,
E106705,Karan Mehta,student,user6705@campus.edu,Chemistry,S80111,,C1681,DH0a78740604ea,
E106706,Divya Sharma,student,user6706@campus.edu,MECH,S13809,,C4661,DHf9abfeb83c88,
E106707,Priya Kumar,staff,user6707@campus.edu,ECE,,T3293,C1186,DH67dc687752d4,
E106708,Sana Malhotra,student,user6708@campus.edu,Chemistry,S66178,,C4601,DH36de6adc9fa8,
E106709,Divya Sharma,staff,user6709@campus.edu,Chemistry,,T3831,C5837,DH2c63a72d60f0,
E106710,Siddharth Kumar,student,user6710@campus.edu,Physics,S57395,,C7889,DHaf14e8e40759,
E106711,Divya Mehta,student,user6711@campus.edu,ECE,S85930,,C1041,DH7c70664c7635,
E106712,Ananya Desai,student,user6712@campus.edu,BIO,S74275,,C5702,DHbcbd68edfd2f,
E106713,Priya Malhotra,student,user6713@campus.edu,Chemistry,S14452,,C6204,DH8fb084630556,
E106714,Siddharth Desai,staff,user6714@campus.edu,Admin,,T3998,C2243,DH648bfbc8a8a5,
E106715,Karan Iyer,student,user6715@campus.edu,CSE,S87377,,C6598,DH55d970091a5f,
E106716,Siddharth Desai,faculty,user6716@campus.edu,CIVIL,,T7887,C1820,DH881387702c61,
E106717,Ananya Kumar,faculty,user6717@campus.edu,Maths,,T3020,C1952,DH3d299785e106,
E106718,Rohan Patel,student,user6718@campus.edu,ECE,S27904,,C3885,DH0ce75dd3753a,
E106719,Karan Desai,student,user6719@campus.edu,EEE,S74924,,C9329,DH437ee340c443,
E106720,Aarav Mehta,student,user6720@campus.edu,Maths,S16782,,C6011,DH738b0316a3fa,
E106721,Aarav Rao,student,user6721@campus.edu,Physics,S26010,,C6168,DHba9360390c3f,
E106722,Sana Gupta,student,user6722@campus.edu,CSE,S15358,,C1419,DHeebffc321f0c,
E106723,Neha Malhotra,student,user6723@campus.edu,CSE,S69080,,C4434,DH2167487981b6,
E106724,Ishaan Kumar,faculty,user6724@campus.edu,Physics,,T5612,C4797,DH00d6779a177d,
E106725,Siddharth Gupta,student,user6725@campus.edu,Physics,S85032,,C4800,DHdb1d45c1ad70,
E106726,Sana Mehta,student,user6726@campus.edu,EEE,S23714,,C4451,DHdd06ab54a296,
E106727,Neha Malhotra,student,user6727@campus.edu,Admin,S59540,,C9156,DH4d8149755671,
E106728,Neha Kumar,student,user6728@campus.edu,ECE,S36362,,C1217,DH201281fb21f4,
E106729,Ananya Iyer,student,user6729@campus.edu,Maths,S93545,,C5147,DHd15cbd50f446,
E106730,Rohan Patel,student,user6730@campus.edu,ECE,S21349,,C1685,DHb798edaa4ae4,
E106731,Priya Patel,student,user6731@campus.edu,CSE,S85736,,C5813,DHa5e52387189b,
E106732,Rohan Malhotra,student,user6732@campus.edu,MECH,S51092,,C8347,DHc8648de63706,
E106733,Sana Malhotra,student,user6733@campus.edu,Admin,S14764,,C4739,DHc0ecd5229365,
E106734,Rohan Singh,student,user6734@campus.edu,Chemistry,S99047,,C7860,DH0deb7921277f,
E106735,Divya Desai,staff,user6735@campus.edu,Physics,,T8810,C3708,DHf40d0c30646b,
E106736,Ishaan Malhotra,staff,user6736@campus.edu,CIVIL,,T8398,C6074,DH7b9d0499c07a,
E106737,Aarav Singh,student,user6737@campus.edu,Chemistry,S82104,,C4569,DHd41c68eceffc,
E106738,Ishaan Gupta,student,user6738@campus.edu,CIVIL,S12798,,C9651,DH5ffd46af580f,
E106739,Neha Kumar,student,user6739@campus.edu,CIVIL,S31113,,C4350,DHcab5b5830a14,
E106740,Sana Gupta,student,user6740@campus.edu,MECH,S60440,,C7256,DHf79dbd68f76a,
E106741,Priya Kumar,student,user6741@campus.edu,CSE,S71855,,C3005,DH7f2956cfb070,
E106742,Ananya Iyer,student,user6742@campus.edu,Maths,S52690,,C2920,DHfc64a42640be,
E106743,Priya Singh,staff,user6743@campus.edu,ECE,,T8657,C8698,DH85b421e15e06,
E106744,Ishaan Desai,student,user6744@campus.edu,Chemistry,S68861,,C7651,DHae5fd6c45675,
E106745,Divya Gupta,student,user6745@campus.edu,MECH,S97148,,C3208,DH70e15f18bb14,
E106746,Aarav Singh,student,user6746@campus.edu,MECH,S79555,,C8273,DHe035e4e8a159,
E106747,Ananya Gupta,student,user6747@campus.edu,BIO,S75992,,C4042,DH62107e47625e,
E106748,Priya Mehta,student,user6748@campus.edu,CSE,S59554,,C8174,DH25b45a476b4b,
E106749,Divya Kumar,student,user6749@campus.edu,Admin,S94332,,C3781,DHac5b266a9881,
E106750,Siddharth Malhotra,student,user6750@campus.edu,MECH,S59545,,C6302,DH3fb90de0d819,
E106751,Ananya Gupta,student,user6751@campus.edu,Physics,S46936,,C7786,DHc48f3fe677af,
E106752,Divya Iyer,student,user6752@campus.edu,ECE,S50524,,C6183,DHcca6eb7fb304,
E106753,Priya Gupta,student,user6753@campus.edu,MECH,S56588,,C8264,DH7517eced28d8,
E106754,Siddharth Iyer,student,user6754@campus.edu,Maths,S79709,,C3395,DHa8b0e44487e5,
E106755,Ananya Sharma,student,user6755@campus.edu,Admin,S85162,,C1795,DH22bacdf31e7d,
E106756,Neha Kumar,student,user6756@campus.edu,ECE,S23503,,C2838,DH838a5eb3f963,
E106757,Ananya Desai,student,user6757@campus.edu,CIVIL,S40437,,C9903,DHc95d426fba78,
E106758,Ananya Rao,student,user6758@campus.edu,Physics,S47597,,C7888,DH58a841bc3305,
E106759,Divya Mehta,student,user6759@campus.edu,CSE,S96641,,C7778,DH17d9f01d2968,
E106760,Ishaan Mehta,staff,user6760@campus.edu,Maths,,T8023,C4432,DHdccae510a563,
E106761,Neha Malhotra,student,user6761@campus.edu,Physics,S52416,,C1991,DH608ad5d479a1,
E106762,Rohan Gupta,student,user6762@campus.edu,Physics,S16766,,C5073,DH8fe4ed19091b,
E106763,Siddharth Patel,student,user6763@campus.edu,CIVIL,S37075,,C9855,DH9ced47d5f6a4,
E106764,Sana Sharma,student,user6764@campus.edu,Admin,S57128,,C3267,DH1d7639d088dc,
E106765,Siddharth Patel,student,user6765@campus.edu,BIO,S20109,,C6190,DH6f2245bf3156,
E106766,Ananya Gupta,staff,user6766@campus.edu,Physics,,T3575,C9772,DH5b5603b8a1fe,
E106767,Ishaan Mehta,staff,user6767@campus.edu,MECH,,T9876,C5412,DH46bd90cd58ba,
E106768,Rohan Gupta,student,user6768@campus.edu,ECE,S97175,,C9607,DH2ef8fbe9ab70,
E106769,Karan Sharma,student,user6769@campus.edu,Maths,S92829,,C7190,DH370958d11b77,
E106770,Sana Gupta,faculty,user6770@campus.edu,Chemistry,,T5423,C3946,DH1fcff87d5773,
E106771,Priya Gupta,student,user6771@campus.edu,Maths,S55159,,C5572,DHacb7e511dbb1,
E106772,Divya Kumar,student,user6772@campus.edu,MECH,S64160,,C9627,DHc854a030e3f9,
E106773,Neha Malhotra,staff,user6773@campus.edu,ECE,,T8525,C3539,DH3293d3539cb6,
E106774,Rohan Malhotra,staff,user6774@campus.edu,MECH,,T9644,C4652,DHe654170875da,
E106775,Rohan Kumar,student,user6775@campus.edu,CSE,S61348,,C4038,DHdd3dcbf1ddc3,
E106776,Ananya Singh,student,user6776@campus.edu,EEE,S22424,,C9221,DH5fffa59a07d3,
E106777,Ananya Iyer,student,user6777@campus.edu,EEE,S18444,,C9833,DH2f249f4bba47,
E106778,Sana Sharma,student,user6778@campus.edu,Maths,S41330,,C2401,DHda5678ba15ca,
E106779,Siddharth Mehta,student,user6779@campus.edu,CIVIL,S55502,,C7591,DH37468925d79c,
E106780,Priya Mehta,student,user6780@campus.edu,MECH,S76202,,C3468,DHe8a68e6ebaeb,
E106781,Karan Gupta,student,user6781@campus.edu,EEE,S90264,,C1148,DH87138163d6c8,
E106782,Siddharth Gupta,student,user6782@campus.edu,Maths,S59847,,C6902,DH97eaf718f202,
E106783,Divya Rao,student,user6783@campus.edu,Maths,S86574,,C8154,DHb8469e1397f2,
E106784,Rohan Rao,student,user6784@campus.edu,BIO,S17822,,C9593,DH626968f55e5a,
E106785,Karan Sharma,faculty,user6785@campus.edu,Maths,,T4570,C7323,DHacf37e7c945d,
E106786,Siddharth Singh,student,user6786@campus.edu,Physics,S16624,,C9582,DH7a6157610673,
E106787,Ishaan Sharma,student,user6787@campus.edu,Admin,S32282,,C6922,DH11e6ca01859a,
E106788,Ishaan Gupta,student,user6788@campus.edu,Admin,S95336,,C5742,DHb40fc07db4d1,
E106789,Karan Gupta,staff,user6789@campus.edu,Physics,,T3714,C2278,DH4601fe00b7cd,
E106790,Karan Singh,student,user6790@campus.edu,Maths,S48471,,C7347,DH15f961b6565d,
E106791,Aarav Rao,student,user6791@campus.edu,Physics,S29955,,C9423,DHff97d1adf554,
E106792,Aarav Singh,faculty,user6792@campus.edu,EEE,,T6986,C1804,DH315b3d8adc7f,
E106793,Ishaan Iyer,student,user6793@campus.edu,Chemistry,S46868,,C2322,DH59bd04be76f0,
E106794,Neha Desai,staff,user6794@campus.edu,EEE,,T8989,C4646,DH2e5252f0e205,
E106795,Aarav Singh,staff,user6795@campus.edu,ECE,,T5180,C7751,DH007048a0b239,
E106796,Priya Desai,student,user6796@campus.edu,MECH,S78702,,C5491,DH5150edca7c13,
E106797,Ananya Patel,student,user6797@campus.edu,EEE,S10348,,C9739,DH30bee214d8d4,
E106798,Ananya Gupta,student,user6798@campus.edu,Physics,S29957,,C3667,DH9bbcfe8332ae,
E106799,Sana Patel,student,user6799@campus.edu,ECE,S93080,,C1030,DH4caeaab2c55e,
E106800,Ishaan Iyer,student,user6800@campus.edu,ECE,S14769,,C7269,DH70af0e7e4a43,
E106801,Karan Mehta,student,user6801@campus.edu,CSE,S33941,,C7381,DH56b9ae600cb8,
E106802,Aarav Iyer,student,user6802@campus.edu,CSE,S93511,,C2702,DH2e6453994812,
E106803,Divya Iyer,student,user6803@campus.edu,BIO,S36116,,C9374,DHe2c3f7023d71,
E106804,Sana Rao,faculty,user6804@campus.edu,MECH,,T9385,C6116,DH9d576bcd642f,
E106805,Siddharth Rao,faculty,user6805@campus.edu,Physics,,T7132,C9054,DH01e279bf469e,
E106806,Ishaan Kumar,student,user6806@campus.edu,Chemistry,S38947,,C3416,DH112353a6bfbb,
E106807,Neha Desai,student,user6807@campus.edu,MECH,S99560,,C5486,DHd9e29169790e,
E106808,Rohan Singh,student,user6808@campus.edu,Admin,S35564,,C6677,DHeaf718b6e627,
E106809,Siddharth Iyer,staff,user6809@campus.edu,Chemistry,,T2624,C2108,DH982213408339,
E106810,Aarav Gupta,student,user6810@campus.edu,Admin,S77608,,C7141,DHff1c45972594,
E106811,Aarav Sharma,student,user6811@campus.edu,CSE,S55358,,C1498,DH465b792a6ce6,
E106812,Karan Desai,student,user6812@campus.edu,EEE,S80895,,C6567,DHeb1c72a9ac39,
E106813,Priya Singh,student,user6813@campus.edu,ECE,S75485,,C2320,DH035d80c674c6,
E106814,Siddharth Gupta,student,user6814@campus.edu,BIO,S56770,,C5185,DHc89c61323882,
E106815,Neha Sharma,student,user6815@campus.edu,Maths,S31736,,C5795,DH97ff9856874b,
E106816,Sana Sharma,student,user6816@campus.edu,MECH,S76538,,C9992,DH77cc2810d443,
E106817,Neha Patel,student,user6817@campus.edu,MECH,S16233,,C9339,DH2d5380589c29,
E106818,Sana Patel,student,user6818@campus.edu,Chemistry,S61442,,C9970,DH296010a96d6d,
E106819,Aarav Rao,staff,user6819@campus.edu,Physics,,T6974,C8046,DHcd320e5dfeee,
E106820,Rohan Patel,faculty,user6820@campus.edu,CSE,,T5909,C4735,DHbba9c2870f39,
E106821,Rohan Iyer,student,user6821@campus.edu,Admin,S18304,,C4795,DH5b43ce63e46a,
E106822,Sana Iyer,student,user6822@campus.edu,CIVIL,S32120,,C6986,DH8efff9889805,
E106823,Aarav Sharma,student,user6823@campus.edu,Admin,S62092,,C3489,DH7edf5f786599,
E106824,Priya Kumar,student,user6824@campus.edu,EEE,S48756,,C1774,DH51acc82dac6c,
E106825,Priya Gupta,student,user6825@campus.edu,BIO,S43671,,C4448,DH21d6207a00a2,
E106826,Sana Malhotra,student,user6826@campus.edu,MECH,S83681,,C6838,DH5afa7b224823,
E106827,Ishaan Mehta,student,user6827@campus.edu,CSE,S78516,,C7731,DHb93cfa810e01,
E106828,Siddharth Rao,student,user6828@campus.edu,Physics,S95899,,C5027,DHb6fac7e5e263,
E106829,Rohan Malhotra,student,user6829@campus.edu,Maths,S51854,,C1333,DHc583d29e7701,
E106830,Ananya Mehta,student,user6830@campus.edu,EEE,S97958,,C9374,DHee7108d0132f,
E106831,Divya Rao,student,user6831@campus.edu,CSE,S51281,,C2931,DH3dbe4c1b1381,
E106832,Ishaan Sharma,faculty,user6832@campus.edu,Chemistry,,T3395,C2716,DHf68d9a5bb849,
E106833,Aarav Malhotra,student,user6833@campus.edu,EEE,S47871,,C5213,DH890f20e86f76,
E106834,Divya Malhotra,student,user6834@campus.edu,Admin,S24053,,C2175,DH05ae0dba157d,
E106835,Divya Rao,student,user6835@campus.edu,EEE,S11295,,C1484,DH51d3eb1f944b,
E106836,Priya Iyer,student,user6836@campus.edu,Maths,S99076,,C9259,DH407545180e9b,
E106837,Siddharth Kumar,student,user6837@campus.edu,Chemistry,S37277,,C8845,DHd4e0415b8936,
E106838,Siddharth Iyer,student,user6838@campus.edu,Physics,S59419,,C1080,DH4131c977d172,
E106839,Divya Sharma,student,user6839@campus.edu,Physics,S17608,,C5787,DHd053ffd3a76f,
E106840,Divya Iyer,student,user6840@campus.edu,CSE,S83181,,C2730,DHc1cd82160a1f,
E106841,Ishaan Mehta,student,user6841@campus.edu,Maths,S87884,,C4452,DHe2018b8b9809,
E106842,Ishaan Sharma,student,user6842@campus.edu,MECH,S79924,,C5620,DHe2d18a54b5ce,
E106843,Aarav Iyer,student,user6843@campus.edu,CIVIL,S57843,,C2916,DH9e224b937902,
E106844,Karan Mehta,student,user6844@campus.edu,Admin,S53071,,C8915,DH8d02d9454c92,
E106845,Divya Patel,student,user6845@campus.edu,Physics,S64884,,C5745,DH13870e34c68b,
E106846,Ishaan Mehta,student,user6846@campus.edu,ECE,S66014,,C4216,DHbb953b75d452,
E106847,Karan Gupta,student,user6847@campus.edu,Chemistry,S51300,,C3448,DH38b821f73f00,
E106848,Siddharth Kumar,student,user6848@campus.edu,BIO,S41995,,C8986,DHd4c455fd24f5,
E106849,Karan Iyer,student,user6849@campus.edu,Maths,S40151,,C4607,DHdc995318853c,
E106850,Aarav Singh,faculty,user6850@campus.edu,CIVIL,,T6910,C7007,DHd603c53b428a,
E106851,Rohan Desai,student,user6851@campus.edu,Maths,S55314,,C4083,DHe271dd81661b,
E106852,Rohan Malhotra,faculty,user6852@campus.edu,CIVIL,,T4377,C1494,DHb2a77c77bc0a,
E106853,Neha Rao,student,user6853@campus.edu,Admin,S74072,,C5990,DH6362f4eed451,
E106854,Divya Patel,student,user6854@campus.edu,Chemistry,S36437,,C8365,DH532bde99ce4b,
E106855,Divya Mehta,student,user6855@campus.edu,Admin,S90734,,C1652,DH6fcb3d2c5c56,
E106856,Sana Desai,student,user6856@campus.edu,ECE,S89056,,C6079,DH909b77278e6c,
E106857,Ananya Desai,faculty,user6857@campus.edu,Admin,,T5926,C8384,DH74e26ce029a5,
E106858,Priya Malhotra,student,user6858@campus.edu,CSE,S96943,,C4286,DH4452d81073fc,
E106859,Siddharth Mehta,student,user6859@campus.edu,CIVIL,S62620,,C9870,DHc96bbb0e67fe,
E106860,Sana Rao,staff,user6860@campus.edu,EEE,,T8638,C2794,DH24b9f6db1a00,
E106861,Divya Patel,student,user6861@campus.edu,EEE,S38125,,C1519,DHb811f3b8ce06,
E106862,Divya Sharma,faculty,user6862@campus.edu,Chemistry,,T8568,C2119,DHe1edd9fc593d,
E106863,Karan Malhotra,student,user6863@campus.edu,Physics,S51979,,C9295,DHd1173bee94e1,
E106864,Divya Sharma,student,user6864@campus.edu,CIVIL,S50396,,C2149,DH7780e515a74c,
E106865,Neha Mehta,student,user6865@campus.edu,BIO,S67626,,C7874,DHe6dc5e82db7e,
E106866,Divya Rao,faculty,user6866@campus.edu,BIO,,T8629,C8816,DH3ed54ad59ba9,
E106867,Rohan Kumar,staff,user6867@campus.edu,Admin,,T8881,C2927,DH04108188cfb0,
E106868,Rohan Gupta,student,user6868@campus.edu,Admin,S94061,,C9749,DH749177f596f0,
E106869,Ishaan Patel,staff,user6869@campus.edu,EEE,,T6730,C2048,DH2dfa8d62c8a6,
E106870,Sana Desai,student,user6870@campus.edu,Maths,S48299,,C2637,DHd3b304c40351,
E106871,Ananya Kumar,student,user6871@campus.edu,BIO,S35336,,C8621,DH0bc2a9872e05,
E106872,Priya Mehta,student,user6872@campus.edu,EEE,S38115,,C8466,DH94b1f71ec61e,
E106873,Karan Singh,student,user6873@campus.edu,BIO,S58288,,C7611,DHb36408fc0489,
E106874,Divya Mehta,student,user6874@campus.edu,ECE,S67043,,C5185,DHd4b7cd2f23fd,
E106875,Siddharth Kumar,student,user6875@campus.edu,ECE,S45518,,C6004,DHa8cfa86fe41d,
E106876,Aarav Mehta,student,user6876@campus.edu,EEE,S14746,,C8283,DH408b2937aee8,
E106877,Ananya Desai,student,user6877@campus.edu,CIVIL,S26126,,C1834,DH9c9dc6a23216,
E106878,Karan Iyer,staff,user6878@campus.edu,Chemistry,,T8297,C8967,DHd9aa27053c5a,
E106879,Rohan Malhotra,student,user6879@campus.edu,MECH,S33129,,C9246,DH5c7349d026c2,
E106880,Ananya Iyer,student,user6880@campus.edu,CIVIL,S45045,,C5237,DH84c40f7e0454,
E106881,Sana Gupta,student,user6881@campus.edu,Admin,S29556,,C7141,DH3deabdeab230,
E106882,Neha Malhotra,student,user6882@campus.edu,CIVIL,S63876,,C7682,DH2607478f6e2e,
E106883,Ananya Iyer,student,user6883@campus.edu,BIO,S76680,,C8560,DH55614e87a99b,
E106884,Ishaan Singh,faculty,user6884@campus.edu,ECE,,T9456,C1980,DHb35d667905df,
E106885,Ananya Singh,staff,user6885@campus.edu,BIO,,T7304,C1903,DH04ee857b40d7,
E106886,Karan Gupta,student,user6886@campus.edu,Maths,S52442,,C4195,DH98d51f9f46e7,
E106887,Karan Mehta,student,user6887@campus.edu,ECE,S72320,,C5742,DH8903fb4c4d7d,
E106888,Priya Mehta,student,user6888@campus.edu,MECH,S55900,,C7177,DH53712c1721df,
E106889,Aarav Mehta,student,user6889@campus.edu,CIVIL,S23055,,C7701,DH8494fe66331e,
E106890,Karan Gupta,student,user6890@campus.edu,MECH,S72953,,C1009,DHa4fcfff70d70,
E106891,Divya Rao,faculty,user6891@campus.edu,Admin,,T7788,C8679,DHa49cc428f08e,
E106892,Neha Gupta,student,user6892@campus.edu,BIO,S11215,,C7724,DH4fb623a29fcc,
E106893,Siddharth Sharma,faculty,user6893@campus.edu,MECH,,T6665,C1385,DH3d0fb57f9ed6,
E106894,Siddharth Singh,student,user6894@campus.edu,ECE,S73842,,C7671,DH161e79b3b813,
E106895,Divya Desai,student,user6895@campus.edu,MECH,S67462,,C1567,DH195ecf3386cc,
E106896,Rohan Patel,student,user6896@campus.edu,ECE,S61939,,C4803,DHbe0655a6e926,
E106897,Sana Rao,student,user6897@campus.edu,EEE,S65182,,C5468,DH8174cf5f8574,
E106898,Divya Sharma,student,user6898@campus.edu,CSE,S47061,,C7290,DH3beb4df1b754,
E106899,Divya Kumar,student,user6899@campus.edu,CSE,S99398,,C4345,DHd351410d220c,
E106900,Karan Malhotra,student,user6900@campus.edu,ECE,S51978,,C6749,DH79326d99c769,
E106901,Aarav Sharma,student,user6901@campus.edu,ECE,S41137,,C5216,DH3e0c4e5e0a61,
E106902,Aarav Malhotra,faculty,user6902@campus.edu,CIVIL,,T2766,C3212,DH5f30bd20d7a7,
E106903,Rohan Mehta,faculty,user6903@campus.edu,Physics,,T5596,C8134,DH348dff5e0dfb,
E106904,Karan Patel,student,user6904@campus.edu,CSE,S52509,,C4838,DH246bdba9982f,
E106905,Rohan Iyer,student,user6905@campus.edu,ECE,S63985,,C5547,DH1accd1b8c633,
E106906,Priya Patel,student,user6906@campus.edu,MECH,S75611,,C8116,DHa5993fd134aa,
E106907,Neha Gupta,student,user6907@campus.edu,CSE,S57932,,C2110,DH9d09c68bfefd,
E106908,Priya Kumar,student,user6908@campus.edu,BIO,S69386,,C4675,DHd9d686f600fb,
E106909,Rohan Rao,student,user6909@campus.edu,Chemistry,S83127,,C7305,DHe5709b3e0cd9,
E106910,Siddharth Patel,student,user6910@campus.edu,BIO,S27482,,C7697,DHf53c21ea16d8,
E106911,Neha Patel,student,user6911@campus.edu,Chemistry,S11459,,C6698,DH86e6fc1d98e0,
E106912,Ananya Gupta,student,user6912@campus.edu,MECH,S91644,,C7119,DHe692aa4f9d31,
E106913,Aarav Kumar,student,user6913@campus.edu,Chemistry,S44987,,C5739,DH35ebe947af1b,
E106914,Neha Sharma,student,user6914@campus.edu,BIO,S98294,,C9948,DH33e69eac4ba1,
E106915,Sana Desai,student,user6915@campus.edu,BIO,S83572,,C7506,DH8c07938a7caa,
E106916,Sana Sharma,staff,user6916@campus.edu,BIO,,T5529,C1408,DH6436c8260a0e,
E106917,Aarav Desai,student,user6917@campus.edu,BIO,S97229,,C6666,DH1fd406f438f8,
E106918,Neha Patel,student,user6918@campus.edu,Admin,S68554,,C6951,DH7c91ae4f7ba2,
E106919,Neha Malhotra,student,user6919@campus.edu,Maths,S42828,,C6481,DH36a2d9ec4588,
E106920,Priya Rao,staff,user6920@campus.edu,Chemistry,,T8575,C4242,DH3ed3ed1b6c9c,
E106921,Siddharth Iyer,faculty,user6921@campus.edu,Maths,,T7295,C1325,DHdf32d7cd5616,
E106922,Neha Malhotra,faculty,user6922@campus.edu,MECH,,T2917,C4233,DH97b29660646c,
E106923,Siddharth Desai,student,user6923@campus.edu,Physics,S46337,,C7171,DH0c20d2f96ff3,
E106924,Neha Patel,student,user6924@campus.edu,Physics,S53959,,C5067,DHd567ed5ac44d,
E106925,Rohan Sharma,student,user6925@campus.edu,EEE,S68936,,C1641,DHf3d808bd1117,
E106926,Ishaan Rao,staff,user6926@campus.edu,ECE,,T4209,C9651,DHfe079308144b,
E106927,Neha Sharma,student,user6927@campus.edu,Chemistry,S19476,,C9769,DH50a053fb23bd,
E106928,Siddharth Mehta,student,user6928@campus.edu,Maths,S88786,,C5113,DHb1028f4230d1,
E106929,Priya Gupta,student,user6929@campus.edu,EEE,S82588,,C2956,DH036261d884d5,
E106930,Rohan Desai,student,user6930@campus.edu,Chemistry,S88836,,C5091,DH1f3342e556e4,
E106931,Aarav Mehta,student,user6931@campus.edu,CSE,S52418,,C9437,DH50bbb1abd798,
E106932,Ishaan Malhotra,student,user6932@campus.edu,CSE,S53214,,C9320,DHce03feb1e495,
E106933,Aarav Kumar,student,user6933@campus.edu,CSE,S35243,,C4549,DH7e2fb154f982,
E106934,Siddharth Mehta,student,user6934@campus.edu,CSE,S82465,,C2840,DHabf067c94f83,
E106935,Aarav Patel,student,user6935@campus.edu,CIVIL,S54731,,C9490,DH217b290b0292,
E106936,Karan Malhotra,student,user6936@campus.edu,MECH,S23849,,C4865,DH1e2f3c37e7f5,
E106937,Neha Rao,student,user6937@campus.edu,Physics,S84500,,C5971,DH17f391a52ae5,
E106938,Karan Mehta,staff,user6938@campus.edu,MECH,,T9475,C5761,DHbf740adc1400,
E106939,Karan Gupta,faculty,user6939@campus.edu,MECH,,T6142,C2880,DH5ae8092d5ac9,
E106940,Rohan Patel,student,user6940@campus.edu,CIVIL,S61975,,C3600,DHf63b617ba137,
E106941,Aarav Gupta,faculty,user6941@campus.edu,Admin,,T6171,C5316,DHeda9b6130c4d,
E106942,Sana Patel,student,user6942@campus.edu,MECH,S60959,,C1073,DH3c9000efe38e,
E106943,Sana Sharma,student,user6943@campus.edu,CIVIL,S20359,,C5255,DH8c7427fc7523,
E106944,Karan Patel,student,user6944@campus.edu,BIO,S74937,,C2965,DH9ea4b53b17bf,
E106945,Karan Desai,student,user6945@campus.edu,Maths,S92800,,C2581,DH563aa7023181,
E106946,Priya Mehta,student,user6946@campus.edu,Admin,S91739,,C6658,DHcf0f76ed452f,
E106947,Aarav Iyer,student,user6947@campus.edu,Maths,S84686,,C7489,DH637c3a81ec44,
E106948,Siddharth Rao,student,user6948@campus.edu,BIO,S15172,,C9656,DH65a1b793b848,
E106949,Karan Sharma,faculty,user6949@campus.edu,CIVIL,,T8506,C3132,DH8924c722dac6,
E106950,Rohan Singh,student,user6950@campus.edu,MECH,S45548,,C9015,DH4ee1bbf676c5,
E106951,Karan Iyer,student,user6951@campus.edu,MECH,S64161,,C2617,DHc2a67e43a7f8,
E106952,Priya Malhotra,student,user6952@campus.edu,BIO,S74226,,C5117,DH8dade9a15b09,
E106953,Ananya Kumar,student,user6953@campus.edu,Maths,S11746,,C6290,DHf38fe488ccf8,
E106954,Ishaan Singh,student,user6954@campus.edu,EEE,S14736,,C9488,DHf59dec29ac02,
E106955,Priya Patel,student,user6955@campus.edu,EEE,S28449,,C8763,DH28f89b3e704b,
E106956,Ishaan Kumar,student,user6956@campus.edu,Maths,S76839,,C3047,DH6d7183060eb6,
E106957,Sana Sharma,student,user6957@campus.edu,Admin,S60210,,C7109,DH98ada66150a1,
E106958,Karan Malhotra,student,user6958@campus.edu,BIO,S97071,,C7795,DH26ec87899c36,
E106959,Rohan Gupta,student,user6959@campus.edu,MECH,S28200,,C4932,DH1774a9d03397,
E106960,Karan Kumar,student,user6960@campus.edu,MECH,S71605,,C6578,DHb877717dd0f5,
E106961,Priya Iyer,student,user6961@campus.edu,CIVIL,S90350,,C6642,DH9975108469fb,
E106962,Ananya Gupta,staff,user6962@campus.edu,MECH,,T9414,C3198,DHcadce062d154,
E106963,Ishaan Mehta,student,user6963@campus.edu,Chemistry,S75160,,C2321,DH45ccb0fc70cf,
E106964,Aarav Desai,student,user6964@campus.edu,EEE,S57560,,C1290,DH0ff2cbe12e55,
E106965,Rohan Desai,student,user6965@campus.edu,Admin,S47521,,C5382,DH764659a444f8,
E106966,Divya Singh,student,user6966@campus.edu,CIVIL,S46382,,C2564,DH3f6032323ab5,
E106967,Siddharth Singh,student,user6967@campus.edu,CSE,S38437,,C4051,DHae7b7f76d941,
E106968,Priya Rao,faculty,user6968@campus.edu,Physics,,T9916,C8678,DHacc91f285814,
E106969,Sana Mehta,faculty,user6969@campus.edu,Chemistry,,T9861,C5210,DH8a95721ba86b,
E106970,Divya Gupta,student,user6970@campus.edu,MECH,S16781,,C2598,DH516d51eef743,
E106971,Neha Mehta,student,user6971@campus.edu,Maths,S40207,,C9344,DHf9a4fd7cc46a,
E106972,Siddharth Singh,student,user6972@campus.edu,Maths,S32730,,C7459,DH4f66641e6965,
E106973,Aarav Rao,student,user6973@campus.edu,Chemistry,S71443,,C8793,DHb3745b583e8a,
E106974,Sana Patel,student,user6974@campus.edu,CIVIL,S47028,,C3334,DH2ffc14a3e47f,
E106975,Rohan Patel,student,user6975@campus.edu,CIVIL,S90735,,C3124,DH8b817bc35920,
E106976,Rohan Iyer,student,user6976@campus.edu,Chemistry,S72507,,C8389,DH559032df5351,
E106977,Rohan Gupta,student,user6977@campus.edu,BIO,S68445,,C6555,DH50afc3a4cdba,
E106978,Aarav Sharma,faculty,user6978@campus.edu,MECH,,T2763,C2635,DHe5f245e201e4,
E106979,Siddharth Kumar,student,user6979@campus.edu,CSE,S39789,,C7200,DH4510eeba6dce,
E106980,Priya Kumar,student,user6980@campus.edu,Physics,S80022,,C9014,DH4df44b9de3b9,
